Notes,Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,1997,1997,Iron deficiency anemias,280,107,272776678,0
,1997,1997,Pernicious anemia,281,90,272776678,0
,1997,1997,Other vitamin b12 deficiency anemia,281.1,2,272776678,0.0 (Unreliable)
,1997,1997,Folate-deficiency anemia,281.2,13,272776678,0.0 (Unreliable)
,1997,1997,Protein-deficiency anemia,281.4,1,272776678,0.0 (Unreliable)
,1997,1997,Anemia associated with other specified nutritional deficiency,281.8,10,272776678,0.0 (Unreliable)
,1997,1997,Unspecified deficiency anemia,281.9,68,272776678,0
,1997,1997,Hereditary spherocytosis,282,6,272776678,0.0 (Unreliable)
,1997,1997,Hereditary elliptocytosis,282.1,1,272776678,0.0 (Unreliable)
,1997,1997,Anemias due to disorders of glutathione metabolism,282.2,1,272776678,0.0 (Unreliable)
,1997,1997,Other hemolytic anemias due to enzyme deficiency,282.3,4,272776678,0.0 (Unreliable)
,1997,1997,Thalassemias,282.4,32,272776678,0
,1997,1997,Sickle-cell trait,282.5,5,272776678,0.0 (Unreliable)
,1997,1997,Sickle-cell anemia,282.6,440,272776678,0.2
,1997,1997,Other hemoglobinopathies,282.7,2,272776678,0.0 (Unreliable)
,1997,1997,"Hereditary hemolytic anemia, unspecified",282.9,152,272776678,0.1
,1997,1997,Autoimmune hemolytic anemias,283,108,272776678,0
,1997,1997,Non-autoimmune hemolytic anemias,283.1,50,272776678,0
,1997,1997,Hemoglobinuria due to hemolysis from external causes,283.2,12,272776678,0.0 (Unreliable)
,1997,1997,"Acquired hemolytic anemia, unspecified",283.9,12,272776678,0.0 (Unreliable)
,1997,1997,Constitutional aplastic anemia,284,73,272776678,0
,1997,1997,Other specified aplastic anemias,284.8,456,272776678,0.2
,1997,1997,"Aplastic anemia, unspecified",284.9,794,272776678,0.3
,1997,1997,Sideroblastic anemia,285,98,272776678,0
,1997,1997,Acute posthemorrhagic anemia,285.1,14,272776678,0.0 (Unreliable)
,1997,1997,Other specified anemias,285.8,97,272776678,0
,1997,1997,"Anemia, unspecified",285.9,1823,272776678,0.7
,1997,1997,Congenital factor viii disorder,286,76,272776678,0
,1997,1997,Congenital factor ix disorder,286.1,5,272776678,0.0 (Unreliable)
,1997,1997,Congenital factor xi deficiency,286.2,2,272776678,0.0 (Unreliable)
,1997,1997,Congenital deficiency of other clotting factors,286.3,41,272776678,0
,1997,1997,Von willebrand's disease,286.4,13,272776678,0.0 (Unreliable)
,1997,1997,Hemorrhagic disorder due to circulating anticoagulants,286.5,28,272776678,0
,1997,1997,Defibrination syndrome,286.6,635,272776678,0.2
,1997,1997,Acquired coagulation factor deficiency,286.7,5,272776678,0.0 (Unreliable)
,1997,1997,Other and unspecified coagulation defects,286.9,489,272776678,0.2
,1997,1997,Allergic purpura,287,7,272776678,0.0 (Unreliable)
,1997,1997,Qualitative platelet defects,287.1,10,272776678,0.0 (Unreliable)
,1997,1997,Other nonthrombocytopenic purpuras,287.2,4,272776678,0.0 (Unreliable)
,1997,1997,Primary thrombocytopenia,287.3,322,272776678,0.1
,1997,1997,Secondary thrombocytopenia,287.4,8,272776678,0.0 (Unreliable)
,1997,1997,"Thrombocytopenia, unspecified",287.5,451,272776678,0.2
,1997,1997,Other specified hemorrhagic conditions,287.8,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified hemorrhagic conditions,287.9,37,272776678,0
,1997,1997,Agranulocytosis,288,319,272776678,0.1
,1997,1997,Functional disorders of polymorphonuclear neutrophils,288.1,10,272776678,0.0 (Unreliable)
,1997,1997,Genetic anomalies of leukocytes,288.2,3,272776678,0.0 (Unreliable)
,1997,1997,Eosinophilia,288.3,26,272776678,0
,1997,1997,Other specified disease of white blood cells,288.8,72,272776678,0
,1997,1997,"Polycythemia, secondary",289,2,272776678,0.0 (Unreliable)
,1997,1997,Chronic lymphadenitis,289.1,1,272776678,0.0 (Unreliable)
,1997,1997,Nonspecific mesenteric lymphadenitis,289.2,1,272776678,0.0 (Unreliable)
,1997,1997,"Lymphadenitis, unspecified, except mesenteric",289.3,1,272776678,0.0 (Unreliable)
,1997,1997,Hypersplenism,289.4,14,272776678,0.0 (Unreliable)
,1997,1997,Other diseases of spleen,289.5,118,272776678,0
,1997,1997,Other specified diseases of blood and blood-forming organs,289.8,2972,272776678,1.1
,1997,1997,Unspecified diseases of blood and blood-forming organs,289.9,107,272776678,0
,1997,1997,"Senile dementia, uncomplicated",290,4413,272776678,1.6
,1997,1997,Presenile dementia,290.1,13622,272776678,5
,1997,1997,Senile dementia with delusional or depressive features,290.2,202,272776678,0.1
,1997,1997,Senile dementia with delirium,290.3,14,272776678,0.0 (Unreliable)
,1997,1997,Arteriosclerotic dementia,290.4,3813,272776678,1.4
,1997,1997,Other specified senile psychotic conditions,290.8,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified senile psychotic condition,290.9,1,272776678,0.0 (Unreliable)
,1997,1997,Alcohol withdrawal delirium,291,131,272776678,0
,1997,1997,Alcohol amnestic syndrome,291.1,11,272776678,0.0 (Unreliable)
,1997,1997,Other alcoholic dementia,291.2,131,272776678,0
,1997,1997,Other specified alcoholic psychosis,291.8,100,272776678,0
,1997,1997,Unspecified alcoholic psychosis,291.9,8,272776678,0.0 (Unreliable)
,1997,1997,Drug withdrawal syndrome,292,4,272776678,0.0 (Unreliable)
,1997,1997,Acute delirium,293,2,272776678,0.0 (Unreliable)
,1997,1997,Unspecified transient organic mental disorder,293.9,1,272776678,0.0 (Unreliable)
,1997,1997,Amnestic syndrome,294,10,272776678,0.0 (Unreliable)
,1997,1997,Unspecified organic brain syndrome (chronic),294.9,346,272776678,0.1
,1997,1997,Simple type,295,133,272776678,0
,1997,1997,Catatonic type,295.2,13,272776678,0.0 (Unreliable)
,1997,1997,Paranoid type,295.3,33,272776678,0
,1997,1997,Residual schizophrenia,295.6,50,272776678,0
,1997,1997,Schizo-affective type,295.7,13,272776678,0.0 (Unreliable)
,1997,1997,Other specified types of schizophrenia,295.8,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified schizophrenia,295.9,187,272776678,0.1
,1997,1997,"Manic disorder, single episode",296,1,272776678,0.0 (Unreliable)
,1997,1997,"Manic disorder, recurrent episode",296.1,28,272776678,0
,1997,1997,"Major depressive disorder, single episode",296.2,1,272776678,0.0 (Unreliable)
,1997,1997,"Major depressive disorder, recurrent episode",296.3,3,272776678,0.0 (Unreliable)
,1997,1997,"Bipolar affective disorder, depressed",296.5,46,272776678,0
,1997,1997,"Bipolar affective disorder, mixed",296.6,11,272776678,0.0 (Unreliable)
,1997,1997,Other and unspecified affective psychoses,296.9,3,272776678,0.0 (Unreliable)
,1997,1997,Paranoia,297.1,3,272776678,0.0 (Unreliable)
,1997,1997,Unspecified paranoid state,297.9,10,272776678,0.0 (Unreliable)
,1997,1997,Other and unspecified reactive psychosis,298.8,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified psychosis,298.9,12326,272776678,4.5
,1997,1997,Infantile autism,299,4,272776678,0.0 (Unreliable)
,1997,1997,Disintegrative psychosis,299.1,1,272776678,0.0 (Unreliable)
,1997,1997,Anxiety states,300,27,272776678,0
,1997,1997,Hysteria,300.1,5,272776678,0.0 (Unreliable)
,1997,1997,Obsessive-compulsive disorders,300.3,1,272776678,0.0 (Unreliable)
,1997,1997,Neurotic depression,300.4,8,272776678,0.0 (Unreliable)
,1997,1997,Neurasthenia,300.5,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified neurotic disorder,300.9,54,272776678,0
,1997,1997,Unspecified personality disorder,301.9,4,272776678,0.0 (Unreliable)
,1997,1997,Trans-sexualism,302.5,1,272776678,0.0 (Unreliable)
,1997,1997,Alcohol dependence syndrome,303,5204,272776678,1.9
,1997,1997,Opioid type dependence,304,36,272776678,0
,1997,1997,Cocaine dependence,304.2,16,272776678,0.0 (Unreliable)
,1997,1997,Other specified drug dependence,304.6,7,272776678,0.0 (Unreliable)
,1997,1997,Unspecified drug dependence,304.9,214,272776678,0.1
,1997,1997,Alcohol abuse,305,832,272776678,0.3
,1997,1997,Tobacco use disorder,305.1,323,272776678,0.1
,1997,1997,Cannabis abuse,305.2,1,272776678,0.0 (Unreliable)
,1997,1997,Barbiturate and similarly acting sedative or hypnotic abuse,305.4,6,272776678,0.0 (Unreliable)
,1997,1997,Opioid abuse,305.5,191,272776678,0.1
,1997,1997,Cocaine abuse,305.6,304,272776678,0.1
,1997,1997,Amphetamine or related acting sympathomimetic abuse,305.7,24,272776678,0
,1997,1997,Antidepressant type abuse,305.8,1,272776678,0.0 (Unreliable)
,1997,1997,"Other, mixed, or unspecified drug abuse",305.9,724,272776678,0.3
,1997,1997,Cardiovascular,306.2,1,272776678,0.0 (Unreliable)
,1997,1997,Gastrointestinal,306.4,2,272776678,0.0 (Unreliable)
,1997,1997,Anorexia nervosa,307.1,105,272776678,0
,1997,1997,Other and unspecified disorders of eating,307.5,189,272776678,0.1
,1997,1997,"Other and unspecified special symptoms or syndromes, not elsewhere classified",307.9,16,272776678,0.0 (Unreliable)
,1997,1997,Predominant disturbance of emotions,308,1,272776678,0.0 (Unreliable)
,1997,1997,Other acute reactions to stress,308.3,2,272776678,0.0 (Unreliable)
,1997,1997,Unspecified acute reaction to stress,308.9,31,272776678,0
,1997,1997,Brief depressive reaction,309,4,272776678,0.0 (Unreliable)
,1997,1997,With predominant disturbance of other emotions,309.2,3,272776678,0.0 (Unreliable)
,1997,1997,Frontal lobe syndrome,310,4,272776678,0.0 (Unreliable)
,1997,1997,Postconcussion syndrome,310.2,7,272776678,0.0 (Unreliable)
,1997,1997,Other specified nonpsychotic mental disorders following organic brain damage,310.8,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified nonpsychotic mental disorder following organic brain damage,310.9,2422,272776678,0.9
,1997,1997,"Depressive disorder, not elsewhere classified",311,607,272776678,0.2
,1997,1997,Unspecified disturbance of conduct,312.9,1,272776678,0.0 (Unreliable)
,1997,1997,Attention deficit disorder,314,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified delay in development,315.9,2,272776678,0.0 (Unreliable)
,1997,1997,Mild mental retardation,317,2,272776678,0.0 (Unreliable)
,1997,1997,Moderate mental retardation,318,3,272776678,0.0 (Unreliable)
,1997,1997,Severe mental retardation,318.1,49,272776678,0
,1997,1997,Profound mental retardation,318.2,42,272776678,0
,1997,1997,Unspecified mental retardation,319,324,272776678,0.1
,1997,1997,Hemophilus meningitis,320,5,272776678,0.0 (Unreliable)
,1997,1997,Pneumococcal meningitis,320.1,165,272776678,0.1
,1997,1997,Streptococcal meningitis,320.2,62,272776678,0
,1997,1997,Staphylococcal meningitis,320.3,22,272776678,0
,1997,1997,Meningitis due to other specified bacteria,320.8,12,272776678,0.0 (Unreliable)
,1997,1997,Meningitis due to unspecified bacterium,320.9,162,272776678,0.1
,1997,1997,Nonpyogenic meningitis,322,2,272776678,0.0 (Unreliable)
,1997,1997,Chronic meningitis,322.2,5,272776678,0.0 (Unreliable)
,1997,1997,"Meningitis, unspecified",322.9,346,272776678,0.1
,1997,1997,Other causes of encephalitis,323.8,2,272776678,0.0 (Unreliable)
,1997,1997,Unspecified cause of encephalitis,323.9,276,272776678,0.1
,1997,1997,Intracranial abscess,324,127,272776678,0
,1997,1997,Intraspinal abscess,324.1,28,272776678,0
,1997,1997,Of unspecified site,324.9,41,272776678,0
,1997,1997,Phlebitis and thrombophlebitis of intracranial venous sinuses,325,23,272776678,0
,1997,1997,Late effects of intracranial abscess or pyogenic infection,326,92,272776678,0
,1997,1997,Leukodystrophy,330,100,272776678,0
,1997,1997,Cerebral lipidoses,330.1,45,272776678,0
,1997,1997,Other specified cerebral degenerations in childhood,330.8,24,272776678,0
,1997,1997,Unspecified cerebral degeneration in childhood,330.9,3,272776678,0.0 (Unreliable)
,1997,1997,Alzheimer's disease,331,22475,272776678,8.2
,1997,1997,Pick's disease,331.1,71,272776678,0
,1997,1997,Senile degeneration of brain,331.2,34,272776678,0
,1997,1997,Communicating hydrocephalus,331.3,18,272776678,0.0 (Unreliable)
,1997,1997,Obstructive hydrocephalus,331.4,673,272776678,0.2
,1997,1997,Other cerebral degeneration,331.8,28,272776678,0
,1997,1997,"Cerebral degeneration, unspecified",331.9,341,272776678,0.1
,1997,1997,Paralysis agitans,332,12323,272776678,4.5
,1997,1997,Secondary parkinsonism,332.1,38,272776678,0
,1997,1997,Other degenerative diseases of the basal ganglia,333,286,272776678,0.1
,1997,1997,Essential and other specified forms of tremor,333.1,5,272776678,0.0 (Unreliable)
,1997,1997,Myoclonus,333.2,4,272776678,0.0 (Unreliable)
,1997,1997,Huntington's chorea,333.4,562,272776678,0.2
,1997,1997,Other choreas,333.5,10,272776678,0.0 (Unreliable)
,1997,1997,Idiopathic torsion dystonia,333.6,10,272776678,0.0 (Unreliable)
,1997,1997,Symptomatic torsion dystonia,333.7,1,272776678,0.0 (Unreliable)
,1997,1997,Fragments of torsion dystonia,333.8,26,272776678,0
,1997,1997,Other and unspecified extrapyramidal diseases and abnormal movement disorders,333.9,35,272776678,0
,1997,1997,Friedreich's ataxia,334,61,272776678,0
,1997,1997,Hereditary spastic paraplegia,334.1,8,272776678,0.0 (Unreliable)
,1997,1997,Primary cerebellar degeneration,334.2,49,272776678,0
,1997,1997,Other cerebellar ataxia,334.3,46,272776678,0
,1997,1997,Other spinocerebellar diseases,334.8,83,272776678,0
,1997,1997,"Spinocerebellar disease, unspecified",334.9,139,272776678,0.1
,1997,1997,Werdnig-hoffmann disease,335,76,272776678,0
,1997,1997,Spinal muscular atrophy,335.1,89,272776678,0
,1997,1997,Motor neuron disease,335.2,4138,272776678,1.5
,1997,1997,"Anterior horn cell disease, unspecified",335.9,3,272776678,0.0 (Unreliable)
,1997,1997,Syringomyelia and syringobulbia,336,44,272776678,0
,1997,1997,Vascular myelopathies,336.1,40,272776678,0
,1997,1997,Other myelopathy,336.8,19,272776678,0.0 (Unreliable)
,1997,1997,Unspecified disease of spinal cord,336.9,69,272776678,0
,1997,1997,Idiopathic peripheral autonomic neuropathy,337,2,272776678,0.0 (Unreliable)
,1997,1997,Unspecified disorder of autonomic nervous system,337.9,30,272776678,0
,1997,1997,Multiple sclerosis,340,2465,272776678,0.9
,1997,1997,Neuromyelitis optica,341,1,272776678,0.0 (Unreliable)
,1997,1997,Schilder's disease,341.1,4,272776678,0.0 (Unreliable)
,1997,1997,Other demyelinating diseases of central nervous system,341.8,20,272776678,0
,1997,1997,"Demyelinating disease of central nervous system, unspecified",341.9,69,272776678,0
,1997,1997,Flaccid hemiplegia,342,1,272776678,0.0 (Unreliable)
,1997,1997,"Hemiplegia, unspecified",342.9,121,272776678,0
,1997,1997,Diplegic,343,1,272776678,0.0 (Unreliable)
,1997,1997,Hemiplegic,343.1,1,272776678,0.0 (Unreliable)
,1997,1997,Quadriplegic,343.2,53,272776678,0
,1997,1997,Other specified infantile cerebral palsy,343.8,1,272776678,0.0 (Unreliable)
,1997,1997,"Infantile cerebral palsy, unspecified",343.9,952,272776678,0.3
,1997,1997,Quadriplegia and quadriparesis,344,285,272776678,0.1
,1997,1997,Paraplegia,344.1,127,272776678,0
,1997,1997,Diplegia of upper limbs,344.2,2,272776678,0.0 (Unreliable)
,1997,1997,Monoplegia of lower limb,344.3,6,272776678,0.0 (Unreliable)
,1997,1997,Unspecified monoplegia,344.5,1,272776678,0.0 (Unreliable)
,1997,1997,Cauda equina syndrome,344.6,136,272776678,0
,1997,1997,Other specified paralytic syndromes,344.8,93,272776678,0
,1997,1997,"Paralysis, unspecified",344.9,50,272776678,0
,1997,1997,Generalized nonconvulsive epilepsy,345,3,272776678,0.0 (Unreliable)
,1997,1997,Generalized convulsive epilepsy,345.1,228,272776678,0.1
,1997,1997,Grand mal status,345.3,531,272776678,0.2
,1997,1997,"Partial epilepsy, with impairment of consciousness",345.4,2,272776678,0.0 (Unreliable)
,1997,1997,"Partial epilepsy, without mention of impairment of consciousness",345.5,1,272776678,0.0 (Unreliable)
,1997,1997,Infantile spasms,345.6,1,272776678,0.0 (Unreliable)
,1997,1997,Other forms of epilepsy,345.8,2,272776678,0.0 (Unreliable)
,1997,1997,"Epilepsy, unspecified",345.9,610,272776678,0.2
,1997,1997,"Migraine, unspecified",346.9,1,272776678,0.0 (Unreliable)
,1997,1997,Cataplexy and narcolepsy,347,5,272776678,0.0 (Unreliable)
,1997,1997,Cerebral cysts,348,41,272776678,0
,1997,1997,Anoxic brain damage,348.1,2507,272776678,0.9
,1997,1997,Benign intracranial hypertension,348.2,35,272776678,0
,1997,1997,"Encephalopathy, unspecified",348.3,650,272776678,0.2
,1997,1997,Compression of brain,348.4,121,272776678,0
,1997,1997,Cerebral edema,348.5,204,272776678,0.1
,1997,1997,Other conditions of brain,348.8,77,272776678,0
,1997,1997,Unspecified condition of brain,348.9,275,272776678,0.1
,1997,1997,"Disorders of meninges, not elsewhere classified",349.2,1,272776678,0.0 (Unreliable)
,1997,1997,Other specified disorders of nervous system,349.8,266,272776678,0.1
,1997,1997,Unspecified disorders of nervous system,349.9,97,272776678,0
,1997,1997,Trigeminal neuralgia,350.1,5,272776678,0.0 (Unreliable)
,1997,1997,Bell's palsy,351,1,272776678,0.0 (Unreliable)
,1997,1997,Other facial nerve disorders,351.8,1,272776678,0.0 (Unreliable)
,1997,1997,Disorders of pneumogastric [10th] nerve,352.3,2,272776678,0.0 (Unreliable)
,1997,1997,Multiple cranial nerve palsies,352.6,6,272776678,0.0 (Unreliable)
,1997,1997,Unspecified disorder of cranial nerves,352.9,12,272776678,0.0 (Unreliable)
,1997,1997,Brachial plexus lesions,353,1,272776678,0.0 (Unreliable)
,1997,1997,Carpal tunnel syndrome,354,2,272776678,0.0 (Unreliable)
,1997,1997,Other mononeuritis of upper limb,354.8,8,272776678,0.0 (Unreliable)
,1997,1997,Lesion of sciatic nerve,355,1,272776678,0.0 (Unreliable)
,1997,1997,Mononeuritis of unspecified site,355.9,66,272776678,0
,1997,1997,Hereditary peripheral neuropathy,356,1,272776678,0.0 (Unreliable)
,1997,1997,Peroneal muscular atrophy,356.1,27,272776678,0
,1997,1997,Hereditary sensory neuropathy,356.2,3,272776678,0.0 (Unreliable)
,1997,1997,Idiopathic progressive polyneuropathy,356.4,3,272776678,0.0 (Unreliable)
,1997,1997,Other specified idiopathic peripheral neuropathy,356.8,623,272776678,0.2
,1997,1997,Unspecified,356.9,144,272776678,0.1
,1997,1997,Acute infective polyneuritis,357,198,272776678,0.1
,1997,1997,Polyneuropathy due to other toxic agents,357.7,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified,357.9,7,272776678,0.0 (Unreliable)
,1997,1997,Myasthenia gravis,358,425,272776678,0.2
,1997,1997,Other specified myoneural disorders,358.8,8,272776678,0.0 (Unreliable)
,1997,1997,"Myoneural disorders, unspecified",358.9,169,272776678,0.1
,1997,1997,Congenital hereditary muscular dystrophy,359,25,272776678,0
,1997,1997,Hereditary progressive muscular dystrophy,359.1,642,272776678,0.2
,1997,1997,Myotonic disorders,359.2,195,272776678,0.1
,1997,1997,Familial periodic paralysis,359.3,2,272776678,0.0 (Unreliable)
,1997,1997,Toxic myopathy,359.4,11,272776678,0.0 (Unreliable)
,1997,1997,Other myopathies,359.8,22,272776678,0
,1997,1997,"Myopathy, unspecified",359.9,104,272776678,0
,1997,1997,Purulent endophthalmitis,360,6,272776678,0.0 (Unreliable)
,1997,1997,Unspecified retinal detachment,361.9,1,272776678,0.0 (Unreliable)
,1997,1997,Other background retinopathy and retinal vascular changes,362.1,1,272776678,0.0 (Unreliable)
,1997,1997,Other proliferative retinopathy,362.2,1,272776678,0.0 (Unreliable)
,1997,1997,Degeneration of macula and posterior pole,362.5,2,272776678,0.0 (Unreliable)
,1997,1997,Other and unspecified forms of chorioretinitis and retinochoroiditis,363.2,2,272776678,0.0 (Unreliable)
,1997,1997,Choroidal hemorrhage and rupture,363.6,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified disorder of iris and ciliary body,364.9,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified glaucoma,365.9,4,272776678,0.0 (Unreliable)
,1997,1997,Unspecified cataract,366.9,1,272776678,0.0 (Unreliable)
,1997,1997,"Profound impairment, both eyes",369,14,272776678,0.0 (Unreliable)
,1997,1997,Acute conjunctivitis,372,1,272776678,0.0 (Unreliable)
,1997,1997,Acute inflammation of orbit,376,3,272776678,0.0 (Unreliable)
,1997,1997,Unspecified disorder of orbit,376.9,1,272776678,0.0 (Unreliable)
,1997,1997,Other and unspecified heterotropia,378.3,1,272776678,0.0 (Unreliable)
,1997,1997,Infective otitis externa,380.1,2,272776678,0.0 (Unreliable)
,1997,1997,Other disorders of eustachian tube,381.8,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified suppurative otitis media,382.4,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified otitis media,382.9,40,272776678,0
,1997,1997,Other disorders of mastoid,383.8,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified mastoiditis,383.9,11,272776678,0.0 (Unreliable)
,1997,1997,Other acquired abnormality of ear ossicles,385.2,1,272776678,0.0 (Unreliable)
,1997,1997,Méniére's disease,386,1,272776678,0.0 (Unreliable)
,1997,1997,Labyrinthitis,386.3,2,272776678,0.0 (Unreliable)
,1997,1997,"Deaf mutism, not elsewhere classifiable",389.7,2,272776678,0.0 (Unreliable)
,1997,1997,Unspecified hearing loss,389.9,3,272776678,0.0 (Unreliable)
,1997,1997,Rheumatic fever without mention of heart involvement,390,17,272776678,0.0 (Unreliable)
,1997,1997,Acute rheumatic pericarditis,391,18,272776678,0.0 (Unreliable)
,1997,1997,Acute rheumatic endocarditis,391.1,11,272776678,0.0 (Unreliable)
,1997,1997,Other acute rheumatic heart disease,391.8,24,272776678,0
,1997,1997,"Acute rheumatic heart disease, unspecified",391.9,15,272776678,0.0 (Unreliable)
,1997,1997,Chronic rheumatic pericarditis,393,2,272776678,0.0 (Unreliable)
,1997,1997,Mitral stenosis,394,777,272776678,0.3
,1997,1997,Rheumatic mitral insufficiency,394.1,108,272776678,0
,1997,1997,Mitral stenosis with insufficiency,394.2,54,272776678,0
,1997,1997,Other and unspecified mitral valve diseases,394.9,1591,272776678,0.6
,1997,1997,Rheumatic aortic stenosis,395,108,272776678,0
,1997,1997,Rheumatic aortic insufficiency,395.1,14,272776678,0.0 (Unreliable)
,1997,1997,Rheumatic aortic stenosis with insufficiency,395.2,3,272776678,0.0 (Unreliable)
,1997,1997,Other and unspecified rheumatic aortic diseases,395.9,39,272776678,0
,1997,1997,Diseases of mitral and aortic valves,396,924,272776678,0.3
,1997,1997,Diseases of tricuspid valve,397,174,272776678,0.1
,1997,1997,"Rheumatic diseases of endocardium, valve unspecified",397.9,291,272776678,0.1
,1997,1997,Rheumatic myocarditis,398,1,272776678,0.0 (Unreliable)
,1997,1997,Other and unspecified rheumatic heart diseases,398.9,843,272776678,0.3
,1997,1997,Malignant,401,45,272776678,0
,1997,1997,Benign,401.1,4,272776678,0.0 (Unreliable)
,1997,1997,Unspecified,401.9,7725,272776678,2.8
,1997,1997,Malignant,402,25,272776678,0
,1997,1997,Benign,402.1,13,272776678,0.0 (Unreliable)
,1997,1997,Unspecified,402.9,26569,272776678,9.7
,1997,1997,Malignant,403,45,272776678,0
,1997,1997,Benign,403.1,1,272776678,0.0 (Unreliable)
,1997,1997,Unspecified,403.9,5714,272776678,2.1
,1997,1997,Malignant,404,7,272776678,0.0 (Unreliable)
,1997,1997,Unspecified,404.9,2417,272776678,0.9
,1997,1997,Acute myocardial infarction,410,206212,272776678,75.6
,1997,1997,Other acute and subacute forms of ischemic heart disease,411,3046,272776678,1.1
,1997,1997,Old myocardial infarction,412,618,272776678,0.2
,1997,1997,Angina pectoris,413,735,272776678,0.3
,1997,1997,Coronary atherosclerosis,414,129649,272776678,47.5
,1997,1997,Aneurysm of heart,414.1,226,272776678,0.1
,1997,1997,Other specified forms of chronic ischemic heart disease,414.8,19398,272776678,7.1
,1997,1997,"Chronic ischemic heart disease, unspecified",414.9,106217,272776678,38.9
,1997,1997,Acute cor pulmonale,415,6,272776678,0.0 (Unreliable)
,1997,1997,Pulmonary embolism and infarction,415.1,8596,272776678,3.2
,1997,1997,Primary pulmonary hypertension,416,2280,272776678,0.8
,1997,1997,Kyphoscoliotic heart disease,416.1,71,272776678,0
,1997,1997,"Chronic pulmonary heart disease, unspecified",416.9,988,272776678,0.4
,1997,1997,Arteriovenous fistula of pulmonary vessels,417,1,272776678,0.0 (Unreliable)
,1997,1997,Aneurysm of pulmonary artery,417.1,15,272776678,0.0 (Unreliable)
,1997,1997,Other specified diseases of pulmonary circulation,417.8,17,272776678,0.0 (Unreliable)
,1997,1997,Unspecified disease of pulmonary circulation,417.9,28,272776678,0
,1997,1997,Other and unspecified acute pericarditis,420.9,41,272776678,0
,1997,1997,Acute and subacute bacterial endocarditis,421,957,272776678,0.4
,1997,1997,"Acute endocarditis, unspecified",421.9,24,272776678,0
,1997,1997,Other and unspecified acute myocarditis,422.9,309,272776678,0.1
,1997,1997,Hemopericardium,423,29,272776678,0
,1997,1997,Adhesive pericarditis,423.1,6,272776678,0.0 (Unreliable)
,1997,1997,Constrictive pericarditis,423.2,68,272776678,0
,1997,1997,Other specified diseases of pericardium,423.8,4,272776678,0.0 (Unreliable)
,1997,1997,Unspecified disease of pericardium,423.9,397,272776678,0.1
,1997,1997,Mitral valve disorders,424,2508,272776678,0.9
,1997,1997,Aortic valve disorders,424.1,11140,272776678,4.1
,1997,1997,"Tricuspid valve disorders, specified as nonrheumatic",424.2,5,272776678,0.0 (Unreliable)
,1997,1997,Pulmonary valve disorders,424.3,7,272776678,0.0 (Unreliable)
,1997,1997,"Endocarditis, valve unspecified",424.9,4001,272776678,1.5
,1997,1997,Endomyocardial fibrosis,425,1,272776678,0.0 (Unreliable)
,1997,1997,Hypertrophic obstructive cardiomyopathy,425.1,266,272776678,0.1
,1997,1997,Obscure cardiomyopathy of africa,425.2,2,272776678,0.0 (Unreliable)
,1997,1997,Endocardial fibroelastosis,425.3,88,272776678,0
,1997,1997,Other primary cardiomyopathies,425.4,26428,272776678,9.7
,1997,1997,Alcoholic cardiomyopathy,425.5,800,272776678,0.3
,1997,1997,"Secondary cardiomyopathy, unspecified",425.9,605,272776678,0.2
,1997,1997,"Atrioventricular block, complete",426,376,272776678,0.1
,1997,1997,"Atrioventricular block, other and unspecified",426.1,33,272776678,0
,1997,1997,Other left bundle branch block,426.3,7,272776678,0.0 (Unreliable)
,1997,1997,Right bundle branch block,426.4,6,272776678,0.0 (Unreliable)
,1997,1997,"Bundle branch block, other and unspecified",426.5,9,272776678,0.0 (Unreliable)
,1997,1997,Other heart block,426.6,10,272776678,0.0 (Unreliable)
,1997,1997,Anomalous atrioventricular excitation,426.7,44,272776678,0
,1997,1997,Other specified conduction disorders,426.8,151,272776678,0.1
,1997,1997,"Conduction disorder, unspecified",426.9,176,272776678,0.1
,1997,1997,Paroxysmal supraventricular tachycardia,427,25,272776678,0
,1997,1997,Paroxysmal ventricular tachycardia,427.1,489,272776678,0.2
,1997,1997,"Paroxysmal tachycardia, unspecified",427.2,2,272776678,0.0 (Unreliable)
,1997,1997,Atrial fibrillation and flutter,427.3,6486,272776678,2.4
,1997,1997,Ventricular fibrillation and flutter,427.4,1544,272776678,0.6
,1997,1997,Cardiac arrest,427.5,28379,272776678,10.4
,1997,1997,Premature beats,427.6,24,272776678,0
,1997,1997,Other specified cardiac dysrhythmias,427.8,704,272776678,0.3
,1997,1997,"Cardiac dysrhythmia, unspecified",427.9,6524,272776678,2.4
,1997,1997,Congestive heart failure,428,45419,272776678,16.7
,1997,1997,Left heart failure,428.1,95,272776678,0
